Title;Description;StartLocationName
Ciclovia Portuária;"Uma das mais recentes ciclovias construídas no Município de Ílhavo, atravessa a Gafanha da Nazaré entre o Porto Bacalhoeiro, junto à ""Bresfor"" (empresa) e bordeja toda a área portuária até à Ponte da Barra.
Esta é, no presente, a ciclovia que se aconselha a todos quantos circulam, em lazer, de bicicleta entre a cidade de Aveiro e as praias ilhavenses da Barra e da Costa Nova quando trazem crianças. A Ponte da Barra é circulável, de bicicleta, de ambos os lados. No entanto é importante acautelar a segurança dos ciclistas nos acessos a esta ponte.
Passa, ou encontra-se nas proximidades, de áreas emblemáticas da Gafanha da Nazaré, nomeadamente o Jardim Oudinot, o Forte da Barra, e o Porto de Pesca Costeira.";Ílhavo
Ciclovia externa ao centro urbano de Ílhavo;"Tratam-se de duas das mais antigas ciclovias do Município de Ílhavo, que contornam (e, pontualmente, se inserem) no centro urbano de Ílhavo, possibilitando fácil acesso a alguns dos equipamentos culturais, desportivos e lúdicos mais emblemáticos.
Numa das extremidades, o Mercado de Ílhavo (via da Obra da Criança) marca o início do trajeto, que irá passar junto às escolas do centro urbano. Atravessando a antiga EN109, agora rua Vasco da Gama, irá desembocar na Via das Lavegadas. Esta zona, muito próxima das antigas salinas de Ílhavo e hoje utilizadas também para a produção biológica de peixe e de macro-algas, inclui também, do lado oposto o bairro ""novo"" da Malhada, de planeamento e implementação durante o Estado Novo para os pescadores de bacalhau e suas famílias. Pode também ver-se o Cais da Malhada, que se pensa ser a zona do antigo porto marítimo de Ílhavo (há cerca de 10 séculos atrás). Chegando-se à ponte Juncal Ancho (que atravessa para ""as Gafanhas""), toma-se a direção sul, pela Via da Barquinha e depois pela Via da Vista Alegre. A meio desta via a ciclovia estreita e desvia-se (com mudança de pavimento) para uma zona marcadamente rural e que irá terminar, e desmbocar, num dos mais marcantes e até românticos arrumanentos de Ílhavo - a Estrada das Oliveiras, que marcava uma das principais entradas da fábrica com este nome.";Ílhavo
PR1 NZR Rota dos Milagres da Nazaré ;"O percurso inicia-se no Sítio, no largo fronteiro ao Santuário de Nossa Srª da Nazaré, rumando daqui para o Forte de S. Miguel Arcanjo, onde foi instalado o farol no início do século XX, e onde se chega por um trilho ao longo das falésias do promontório e rica e interessante formação geológica. Chegado ao Forte, desce-se por um trilho e depois por uma rudimentar escadaria para a praia do Norte. Continua-se para Norte, pela orla do areal até um caminho largo e bem definido. Na curva, onde este caminho inflecte para a direita, em direção ao parque aquático, continua-se, em frente, por um trilho entre a vegetação dunar, da qual se destaca a camarinha pela sua originalidade. Passado uns 70 metros, este trilho conduz ao interior da floresta do Pinhal da Casa de Nossa Srª da Nazaré. Por aceiros e caminhos arenosos, chega-se à ponta Sul do parque eólico junto da torre nº6, com as suas longas pás rodando incessantemente. Caminha-se agora para Leste, até à estrada de asfalto, que se atravessa, continuando ao longo do aceiro por mais 380 metros, até aparecer um outro no sentido Sul/Norte. Atravessa-se este, tomando um caminho florestal, à direita, que conduz ao extremo sul do parque campismo. Após 230 metros ao longo desta, atravessa-se a mesma, seguindo-se agora um caminho florestal no sentido Sudoeste. Cerca de 200 metros mais à frente, encontra-se um caminho largo por entre a floresta. Segue-se por este trilho até se encontrar um aceiro por onde passa uma linha de alta tensão. Atravessa-se na direção Sul, tomando-se um caminho florestal que, descendo suavemente, leva à curva de um troço asfaltado. Seguindo por aqui, para Sul, rapidamente se atinge a EN-8-5, que se atravessa, avistando-se logo ali à frente o Monte de S.Bartolomeu ou de S.Brás. Sobe-se ao monte pelo trilho da esquerda, são 600 metros ida e volta. Deste surpreendente miradouro um amontoado de blocos rochosos de origem vulcânica revestido de um luxuriante coberto vegetal mediterrânico avista-se tudo em redor: para Norte, o imenso manto verde do Pinhal de Leiria; para Noroeste, o Sítio, o Santuário e o parque eólico; para Sul, a Serra da Pescaria; para Oeste, os lugares das terras de Alcobaça. Desce-se o Monte de S.Brás e toma-se agora o caminho asfaltado no sentido Sul. Decorridos 100 metros, encontra-se um aceiro à direita que conduz à Pederneira e ao Largo da Misericórdia, com o seu miradouro sobre a Nazaré e o mar. Inicia-se a descida para a Nazaré pela rua do Mirante, passando pelo largo do Saião, continuando pela rua do Mirante, seguindo-se o Largo Coelho da Silva e a Ermida de Nossa Srª dos Anjos. Atravessa-se o jardim da Pedralva, saindo pelo portão Oeste, desembocando na rotunda, que se ladeia pela esquerda, atravessando-se aqui a estrada. Segue-se, então, pela rua 3 de setembro, atravessando-se a Rua Mouzinho de Albuquerque, para continuar a descer pela rua da Paz até à Avenida da República, indo pela Marginal até ao ascensor. Com este meio de transporte secular sobe-se até ao sítio onde se iniciou o percurso.";Nazaré
PR2 NZR Entre a Terra e o Mar ;O percurso percorre as vertentes Leste e Oeste da Serra da Pescaria, freguesia de Famalicão, Concelho da Nazaré. Tem o seu início no Largo da Igreja de Famalicão, saindo pela Rua Prof. Adriano R.Barbosa, no fim da qual se ruma à direita em direção às Cortezinhas. Após dois núcleos de antigos moinhos de vento, um à esquerda e outro à direita, continua-se por caminhos tradicionais, no sentido Norte. Este caminho vai entroncar numa estrada asfaltada que se deve percorrer por uma centena de metros, retomando de seguida à esquerda, os antigos caminhos que levam à estrada da Cumeada da Serra. Agora já se avista o espelho azul do Atlântico, ao fundo, espraiando-se no imenso areal da Praia do Salgado. Percorrida a estrada no sentido Norte, encontrando-se de seguida uma casa do lado direito, após a qual se toma o caminho que sobe em direção a um antigo moinho, no cume. Antes de chegar ao moinho, aí a uns 70 metros deste, toma-se o caminho para Norte, que percorre a vertente Oeste da Serra da Pescaria, pela curva de nível, não subindo nem descendo de forma significativa, permitindo desfrutar de uma belíssima paisagem que tem por cenário o mar, a praia e as dunas. O sopé da serra constitui uma fértil veiga, dado ser protegida das areias e dos ventos marítimos pelo belíssimo coberto vegetal e arbóreo do cordão dunar. Na serra, por onde passa o caminho, a densa vegetação raramente atinge metro e meio de altura, sendo, no entanto, muito rica em espécies características da flora mediterrânica. Entretanto, chega-se ao caminho do Casal do Morgado. Vira-se agora à direita e percorre-se o trilho até à estrada de asfalto que leva à esquerda, ao lugar da Serra da Pescaria de Baixo. Passado este lugar, continua-se até se atingir a estrada da Cumeada, onde se vira à direita. Imediatamente antes da antena, toma-se um caminho à esquerda e logo depois, um outro à direita. Este é um antigo caminho que conduz em direção a Famalicão e que desce suavemente. Depois de passar os vestígios de uma fonte e de um lavadouro, num lugar onde o caminho é ladeado por altas ribanceiras, aparece uma bifurcação. O carreiro da direita conduz, cerca de 500 metros mais à frente, a uma antiga pedreira onde poderão ser vistos 2 trilhos de pegadas de dinossauros. O percurso da esquerda continua para Famalicão. Após uns 100 metros da referida bifurcação existe um pequeno carreiro, ao longo de uma linha de água, que conduz a um outro mais largo, e que segue pela curva de nível, passando um pouco acima de Casais de Baixo. Continua-se por ele e rapidamente se chega a Famalicão onde se entra primeiro pela rua de Panões e depois pela Rua Padre Manuel Dias Pereira, terminando no Largo da Igreja onde se iniciou.;Famalicão
PR2-MFR - Rota das Enxaras;"O percurso que lhe propomos leva-o numa rota circular entre a Enxara do Bispo e a Enxara dos Cavaleiros. Ao longo do trajeto, testemunhamos uma paisagem rural modelada pelo engenho humano que, ao longo de gerações, fez da agricultura o seu principal modo de vida, transformando matagais em férteis campos agrícolas, fazendo desta zona uma das mais importantes áreas agrícolas do Concelho de Mafra.
A ocupação secular deste território legou-nos importantes vestígios patrimoniais que podemos descobrir ao longo do percurso, destacando-se a Igreja Matriz da Enxara do Bispo e a Ermida de Nossa Senhora do Pópulo na Enxara dos Cavaleiros, e os Fortes Pequeno e Grande das Linhas de Torres, construídos entre 1809 e 1810, aquando da 3.ª Invasão Napoleónica.
";Enxara do Bispo
Mafra Cycling – Mafra 2 Percurso Azul;"O percurso de ciclismo de estrada que lhe propomos inicia-se no checkpoint de Mafra, instalado no Parque Desportivo Municipal de Mafra, seguindo em direção à Murgeira. 
A rota é marcada pelas curvas rápidas e técnicas da Murgeira até à entrada para a Tapada Nacional de Mafra, pela localidade do Codeçal, seguindo pelo troço utilizado no evento World Series POWERMAN (Prova Internacional de Duatlo - percurso de ciclismo) até ao Sobral da Abelheira. Desta localidade, o percurso prossegue pela estrada da Quinta da Abelheira até à Picanceira. Sempre a subir, os ciclistas são desafiados a voltar a Mafra, pela localidade da Murgeira.
Este percurso, é um dos oito trajetos que os praticantes de ciclismo de estrada podem fazer no Concelho de Mafra, estando disponíveis no Guia Mafra Cycling. 
";Mafra
Rota Histórica das Linhas de Torres;"Propomos-lhe uma rota automóvel de traçado linear, em que vai poder conhecer algumas das fortificações que compõem a Rota Histórica das Linhas de Torres no Concelho de Mafra, viajando pela época das Invasões Napoleónicas, atravessando uma paisagem de contrastes, onde pode experimentar os sabores locais.
Em 1810, antecipando a terceira invasão napoleónica, o exército luso-britânico supervisionou a construção, na região a norte de Lisboa, de um dos sistemas defensivos militares mais eficazes do Mundo, constituído por três linhas com 152 fortificações, dispostas ao longo de uma área de 85 km, entre o Rio Tejo e o Oceano Atlântico, cujo o último objetivo era tornar Lisboa inexpugnável e, em caso de uma vitória francesa, garantir a retirada por mar das tropas inglesas. 
Aproveitando a orografia acidentada da região, os redutos fortificados foram erguidos em pontos estratégicos que inviabilizaram a progressão e retiraram a vantagem estratégica militar reconhecida ao exército francês, que nunca conseguiu ultrapassar a primeira linha defensiva e o fogo cruzado da artilharia luso-britânica. 
O sucesso deste sistema defensivo deveu-se sobretudo ao génio dos engenheiros militares portugueses, à supervisão do Duque de Wellington e aos esforços hercúleos dos populares que foram arregimentados para a construção deste imponente sistema defensivo. Este é um testemunho do altruísmo e determinação do povo português em proteger o seu território, decisivo para inverter as pretensões hegemónicas de domínio europeu de Napoleão, constituindo-se como uma das derrotas militares mais significativas do exército napoleónico, que viria a sucumbir na batalha final em Waterloo. 

";Mafra
Rota das Devoções - Património Religioso da Ericeira;"Propomos-lhe um percurso pedestre urbano, descobrindo as igrejas e capelas do núcleo histórico da Ericeira, testemunho da herança cultural da vila. 
O centro histórico, com casas pintadas em tons de azul e branco, encontra-se repleto de apontamentos decorativos e arquitetónicos que deslumbram quem calcorreia as ruas que desembocam em pequenos largos, guiando-nos até ao coração da vila. Na Praça da República (Jogo da Bola), encontra-se o Posto de Turismo e o Centro de Interpretação da Reserva Mundial de Surf da Ericeira, onde pode saber o que de melhor a vila tem para lhe oferecer. Espalhados pela Ericeira, o património religioso e civil, os restaurantes onde o peixe fresco e o marisco são reis, os cafés e pastelarias, bem como os pequenos negócios do comércio local, são uma presença constante que convidam a uma paragem.
";Ericeira
Percurso Histórico na Urbe de Mafra: da Vila Medieval ao Real Edifício;"O percurso pedestre urbano que lhe propomos permite conhecer a evolução urbana da vila de Mafra entre o período medieval e a atualidade. 
Durante séculos, Mafra esteve circunscrita à “Vila Velha”, um pequeno aglomerado urbano de fundação medieval. É nesta zona da vila que podemos encontrar o edifício mais antigo de Mafra, a Igreja de Santo André. A “Vila Velha” cresceu na época quinhentista, expandindo-se para Este, onde foram construídas as Casas da Câmara no século XVI, constituindo-se como um marco da arquitetura civil barroca de caráter administrativo e judicial. 
A construção no século XVIII do Real Edifício de Mafra, inscrito em 2019 na lista do Património Mundial da UNESCO, marcou de forma indelével o crescimento urbano da vila de Mafra. O Palácio, a Basílica e o Jardim do Cerco são marcos incontornáveis do barroco português, que deve visitar. 
Ao longo da caminhada, passe pelo Centro de Interpretação da Vila de Mafra, localizado no Complexo Cultural Quinta da Raposa, um espaço museológico que lhe permite conhecer a ocupação histórica de Mafra.
";Mafra
PR1 SRD Rota do Javali ;"O percurso pedestre “Na Rota do Javali” é um percurso circular de 10,4 km, desenhado nas margens da ribeira de S. Simão e que permite conhecer uma das mais interessantes manchas de vegetação 
ribeirinha do concelho de Sardoal.
Com início junto à capela de S. Guilherme/Nossa Senhora da Saúde em Andreus (1), o percurso percorre numa primeira fase um caminho de pé posto até às margens da ribeira de Andreus. No final 
deste troço encontrará sinalizado um desvio opcional para visita à capela dos Barbilongos (2). Trata-se de uma ermida antiquíssima, provavelmente do século XVI, que foi remodelada em 2001. 
Conta a lenda que para ali vinham os enfermos da peste para se tratar junto dos frades, devido ao local ter bons ares. Segue-se a passagem pelo Vale da Amarela, em direção à aldeia de S. Simão. Aqui, pode refrescar-se na Fonte de S. Simão (3) tratase duma fonte de bica, com escadaria de acesso e, a acreditar na inscrição com a data da celebração do seu centenário, foi construída em 1840.
À saída da aldeia encontrará a Ribeira de S. Simão. O percurso prossegue ao longo das margens da ribeira, permitindo-lhe observar uma diversidade de espécies características das zonas ribeirinhas, como o amieiro (Alnus glutinosa), a tabua (Thypha sp.), o junco (Carex sp.), o feto-real (Osmunda regalis), o lírio-amarelo (Iris spsedacorus) e a salsaparrilha (Smilax áspera). São também comuns as pegadas bem desenhadas de raposa e de javali, particularmente nos dias que se seguem a períodos de chuva. Aqui e ali, é muito provável encontrar espojadouros (ou chiqueiros) - espaços normalmente utilizados pelos javalis para os seus banhos-de-lama, que têm a dupla função de regular a temperatura corporal e de ajudarem à desparasitação. Quando o percurso finalmente se começa a afastar da Ribeira de S. Simão, encontrará sinalizada a ruína da Capela de S. Miguel de Alferrarede (4), onde, apesar do estado, ainda é possível identificar o átrio, a sacristia, a câmara principal e algum ocre que se adivinha para lá das paredes.O regresso ao ponto de partida faz-se percorrendo caminhos de terra batida, que atravessam zonas de floresta e de cultivo e permitem belas vistas, primeiro da aldeia de S. Simão e depois de Andreus.";Andreus
PR3 SRD Do Pão ao Vinho;"O percurso pedestre “Do Pão ao Vinho” é um percurso circular, de pequena rota, com 9,5km, desenhado na freguesia de Sardoal e com ponto de partida na Lapa. O seu traçado foi pensado para dar a conhecer alguns dos locais mais importantes da história do fabrico do pão e do vinho no concelho de Sardoal. 
Assim, e tomando como ponto de partida a Lapa (1), desde logo poderá apreciar o espelho de água e a Capela da Senhora da Lapa: esta pequena Capela rural foi edificada na década de 50 do século XVII por ordem do abade João Cansado. Seguidamente irá percorrer a antiga estrada que liga a Lapa ao Porto de Mação, a qual, embora alcatroada, se encontra bem enquadrada na paisagem. No Porto de Mação encontrará ruínas de várias azenhas (2) e o percurso prossegue numa antiga levada de água (3), nas margens da Ribeira das Sarnadas. Recomenda-se prudência, dado este troço apresentar algum perigo. Nesta parte do percurso, poderá encontrar vestígios da presença de javalis e de lontras. No final da levada está sinalizado um desvio para visitação de uma ponte medieval/moderna (4) oculta na galeria ripícola. Nesta fase, o percurso afasta-se da água, em direção à aldeia de Entrevinhas e ao seu núcleo de moinhos (5). De caminho irá ver a Fonte do Vale. 
Os quatro moinhos de vento de Entrevinhas são o mais importante núcleo de moinhos do concelho de Sardoal. Datam de finais do seculo XIX e laboraram até ao verão de 1959. Ao descer dos moinhos 
encontrará a fonte do Pocinho. A partir daqui o traçado encaminha-se para as zonas envolventes à Venda Nova. Ao percorrer os trilhos, poderá observar algumas das espécies mais interessantes da flora local, como a orquídea, o vasculho ou o lírio-amarelo. Finda esta passagem irá atravessar uma estrada e deparar-se-á com as vinhas da Quinta do Vale do Armo (6). Nos tempos da II Guerra 
Mundial, esta quinta era uma fonte de emprego no concelho. Os anos foram passando e o abandono foi inevitável, até que em 2004 foi revitalizada, produzindo atualmente vinhos de elevada qualidade.
O regresso ao ponto de partida (Lapa) faz-se primeiro pelo meio das vinhas e depois por terrenos mais ou menos acidentados, que acompanham linhas de água intermitentes.";Sardoal
PR2 SRD Trilho do Pastor;"O percurso pedestre “Trilho do Pastor” é um percurso circular com uma distância de 6,2km.
Assim, e com início na Praça da República, o traçado percorre numa primeira fase o emaranhado medieval das ruas velhas, no Centro Histórico, dando a conhecer a Capela do Divino Espírito Santo, o Painel de Azulejos de Gil Vicente, a Igreja da Misericórdia e a Cadeia Velha. 
Segue-se a passagem pela Fonte Velha e pelo Sobreiro da Dona Maria, locais emblemáticos do Património Cultural de Sardoal, que o encaminharão para o Parque Pedro Barneto Nogueira e para o Vale da Gala. O parque Pedro Barneto Nogueira, situado nas margens da ribeira de Sardoal, representa um pequeno bosque de carvalho-português onde está instalado um parque de merendas. É aqui que poderá observar no tronco das árvores, um líquen cujo nome “Pulmão dos Carvalhos” (Lobaria pulmonaria) aduz à sua semelhança com o interior dos pulmões. É uma espécie em vias de extinção nos países mais industrializados e a sua presença é sempre sinónimo da boa qualidade do ar. A partir daqui o percurso retoma a direção do Centro Histórico, onde se irá deparar com uma das fontes mais emblemáticas do Sardoal, a Fonte das Três Bicas. Esta reaproximação à Vila torna possível a passagem pelo Vale da Mata, cuja matriz lhe permitirá encontrar vestígios da presença de esquilos, como sejam, pinhas roídas e pegadas. Se tiver um bocadinho de paciência e sorte, talvez encontre também, na copa das árvores, junto ao tronco principal, estruturas mais ou menos circulares que mais não são do que ninhos de esquilos.
";Sardoal
PR4 SRD Via Romana;O percurso pedestre “Via Romana” é um percurso circular com 12,7 km. Assim, e com início na Junta de Freguesia de Valhascos , o traçado percorre numa primeira fase as zonas a sudoeste da aldeia, cuja paisagem denuncia a presença de uma diversidade de espécies associadas aos espaços de influência mediterrânea como o sobreiro, a oliveira ou o rosmaninho e onde, com facilidade, poderá observar vestígios de raposa, de sacarrabos ou de coelho. Se é um interessado em biodiversidade, este será, neste percurso, o local ideal para a observação direta destes animais. Continuando, irá encontrar a Capela de S. Bartolomeu, edifício de pedra tosca que se julga datado do século XVII, possivelmente associado ao Caminho de Santiago. Mais adiante passará à Fonte dos Mouros e, é nesta fase, em que o percurso se aproxima novamente da aldeia de Valhascos, seguindo em direção ao “Casal da Graça” . O “Casal da Graça” é uma das mais interessantes estações arqueológicas do Concelho de Sardoal – é aí que encontrará vestígios medianamente bem preservados de diferentes épocas, nomeadamente, miliários, achados de cerâmica do período romano e uma extensa calçada de aproximadamente 700 metros do período medieval. A partir deste ponto o percurso encaminha-se para as margens da Ribeira do Travesso, onde encontrará, com relativa facilidade, vestígios da presença de javalis, como espojadouros e pegadas. O regresso à aldeia de Valhascos faz-se por terrenos acidentados que o encaminharão paulatinamente até à Fonte da Queixoperra  e, seguidamente, de volta ao ponto de partida. No final do percurso deparar-se-á com a Igreja de Nª Senhora da Graça, cuja inauguração data de 1904.;Valhascos
